,Order No,Order Date,Customer Name,Address,City,Customer Type,Order Priority,Product Name,Product Category,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,DiscountPercent,DiscountMoney,Order Total,Shipping Cost,Total
121,5211-1,8/12/2013,Dave Poirier,"402 Argyle St,Moss Vale",Sydney,Small Business,High,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,37,6112.4,4,244.5,5867.9,19.99,5887.89
122,5212-1,8/14/2013,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Corporate,Low,Self-Adhesive Ring Binder Labels,Office Supplies,2.18,3.52,1.34,12,42.24,4,1.69,40.55,6.83,47.38
123,5213-1,8/15/2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,Corporate,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,1.31,2.84,1.53,13,36.92,1,0.37,36.55,0.93,37.48
124,5214-1,8/17/2013,Valerie Dominguez,37/59 Brewer Street,Perth,Corporate,Not Specified,EcoTones Memo Sheets,Office Supplies,2.52,4.0,1.48,41,164.0,2,3.28,160.72,1.3,162.02
125,5215-1,8/20/2013,Jennifer Patt,"523 King St,Newtown",Sydney,Home Office,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,41,5616.18,4,224.65,5391.53,24.49,5416.02
126,5216-1,8/20/2013,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,Small Business,Low,Steady Liquid Accent Highlighters,Office Supplies,3.47,6.68,3.21,5,33.4,9,3.01,30.39,1.5,31.89
127,5218-1,8/22/2013,Bradley Drucker,"1 John St,Waterloo",Sydney,Small Business,Low,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,23,3799.6,7,265.97,3533.63,19.99,3553.62
128,5220-1,8/24/2013,Skye Norling,"48 Albion St,Surry Hills",Sydney,Home Office,Not Specified,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,45,584.1,2,11.68,572.42,3.14,575.56
129,5221-1,8/25/2013,Bruce Degenhardt,"501 George St,Sydney",Sydney,Home Office,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,42,78.96,0,0.0,78.96,1.49,80.45
130,5222-1,8/25/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,Small Business,Medium,Smiths Standard Envelopes,Office Supplies,3.52,5.68,2.16,32,181.76,5,9.09,172.67,1.39,174.06
131,5224-1,8/28/2013,Neil French,"523 King St,Newtown",Sydney,Consumer,Not Specified,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,45,138.6,4,5.54,133.06,0.99,134.05
132,5225-1,8/29/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,Consumer,Not Specified,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,8.71,14.28,5.57,8,114.24,1,1.14,113.1,2.99,116.09
133,5226-1,8/29/2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,Home Office,Low,TechSavi Cordless Elite Duo,Technology,60.59,100.98,40.39,12,1211.76,4,48.47,1163.29,7.18,1170.47
134,5227-1,8/30/2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,Home Office,Medium,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,32,124.48,9,11.2,113.28,7.01,120.29
135,5229-1,9/1/2013,Carol Triggs,15 Aberdeen Street,Perth,Home Office,Critical,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,43,80.84,3,2.43,78.41,1.49,79.9
136,5231-1,9/2/2013,Andrew Allen,"15 Aberdeen Street, Perth",Sydney,Corporate,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,9,98.01,3,2.94,95.07,4.5,99.57
137,5232-1,9/3/2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,Corporate,Low,Barrel Sharpener,Office Supplies,1.46,3.57,2.11,26,92.82,4,3.71,89.11,4.17,93.28
138,5234-1,9/4/2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,Small Business,Not Specified,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,37,191.66,7,13.42,178.24,2.04,180.28
139,5235-1,9/4/2013,Max Ludwig,"6-8 O'Connell Street,Newtown",Sydney,Corporate,Low,Artisan 48 Labels,Office Supplies,3.84,6.3,2.46,39,245.7,10,24.57,221.13,0.5,221.63
140,5236-1,9/9/2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Not Specified,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,24,73.92,4,2.96,70.96,0.99,71.95
141,5238-1,9/10/2013,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,Corporate,Not Specified,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,1.76,3.38,1.62,27,91.26,8,7.3,83.96,0.85,84.81
142,5239-1,9/12/2013,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,Small Business,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,4.46,10.89,6.43,37,402.93,10,40.29,362.64,4.5,367.14
143,5240-1,9/12/2013,Sarah Brown,"10 O'Connell St,Sydney",Sydney,Consumer,Not Specified,Security-Tint Envelopes,Office Supplies,4.89,7.64,2.75,44,336.16,1,3.36,332.8,1.39,334.19
144,5241-1,9/12/2013,Michael Granlund,"359 Crown Street,Surry Hills",Sydney,Corporate,Medium,TechSavi Cordless Navigator Duo,Technology,42.11,80.98,38.87,34,2753.32,7,192.73,2560.59,7.18,2567.77
145,5242-1,9/14/2013,Jasper Cacioppo,14 Knebworth Avenue,Perth,Home Office,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,2.5,5.68,3.18,46,261.28,10,26.13,235.15,3.6,238.75
146,5244-1,9/17/2013,Marina Lichtenstein,"188 Pitt Street,Sydney",Sydney,Corporate,High,Binder Posts,Office Supplies,3.5,5.74,2.24,3,17.22,8,1.38,15.84,5.01,20.85
147,5246-1,9/18/2013,Fred Wasserman,"61 York St,Sydney",Sydney,Home Office,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,16,358.08,0,0.0,358.08,15.1,373.18
148,5247-1,9/20/2013,Ann Chong,"101 Murray Street, Perth",Sydney,Corporate,High,Artisan Arch Ring Binders,Office Supplies,36.02,58.1,22.08,7,406.7,10,40.67,366.03,1.49,367.52
149,5248-1,9/22/2013,Mick Crebagga,"53-55 Liverpool St,Sydney",Sydney,Home Office,Critical,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,43,89.44,5,4.47,84.97,2.56,87.53
150,5250-1,9/23/2013,Chloris Kastensmidt,"7/370-374 Victoria Ave,Chatswood",Sydney,Consumer,Low,"210 Trimline Phone, White",Technology,9.91,15.99,6.08,27,431.73,1,4.32,427.41,11.28,438.69
151,5251-1,9/26/2013,Aleksandra Gannaway,"508/130 Mounts Bay Road, Perth",Perth,Home Office,Medium,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,23,119.14,5,5.96,113.18,2.04,115.22
152,5253-1,9/26/2013,Maribeth Dona,"8 Rankins Lane ,Melbourne",Melbourne,Home Office,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,14.95,34.76,19.81,15,521.4,9,46.93,474.47,8.22,482.69
153,5254-1,9/27/2013,Michael Grace,"402 Argyle St,Moss Vale",Sydney,Corporate,Low,Desktop 3-Pocket Hot File,Office Supplies,22.18,54.1,31.92,19,1027.9,10,102.79,925.11,19.99,945.1
154,5256-1,9/30/2013,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,Corporate,Not Specified,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,10,51.8,1,0.52,51.28,2.04,53.32
155,5257-1,10/1/2013,John Dryer,"8 Rankins Lane ,Melbourne",Melbourne,Corporate,Medium,Laser DVD-RAM discs,Technology,20.18,35.41,15.23,16,566.56,0,0.0,566.56,1.99,568.55
156,5259-1,10/3/2013,Eric Barreto,14 Money Street,Perth,Consumer,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,21.56,36.55,14.99,46,1681.3,5,84.07,1597.24,13.89,1611.13
157,5260-1,10/4/2013,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,Corporate,High,Deluxe Rollaway Locking File with Drawer,Office Supplies,178.83,415.88,237.05,2,831.76,8,66.54,765.22,11.37,776.59
158,5261-1,10/5/2013,Joni Wasserman,"Westfield Sydney,Sydney",Sydney,Consumer,Low,600 Series Flip,Technology,41.28,95.99,54.71,17,1631.83,9,146.86,1484.97,8.99,1493.96
159,5263-1,10/5/2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,Corporate,Medium,Economy Binders,Office Supplies,1.33,2.08,0.75,16,33.28,4,1.33,31.95,1.49,33.44
160,5265-1,10/6/2013,Roy Skaria,"2/797 Botany Rd,Rosebery",Sydney,Corporate,Medium,1726 Digital Answering Machine,Technology,8.82,20.99,12.17,25,524.75,5,26.24,498.51,4.81,503.32
161,5267-1,10/9/2013,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,Corporate,Medium,Pizazz Drawing Pencil Set,Office Supplies,1.53,2.78,1.25,6,16.68,1,0.17,16.51,1.34,17.85
162,5268-1,10/11/2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,Consumer,Not Specified,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,2,7.78,7,0.54,7.24,7.01,14.25
163,5268-2,10/11/2013,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,Consumer,Not Specified,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,6,991.2,9,89.21,901.99,19.99,921.98
164,5272-1,10/11/2013,Amy Cox,"15 Aberdeen Street, Perth",Sydney,Small Business,Critical,Pizazz Dustless Chalk Sticks,Office Supplies,1.09,1.68,0.59,38,63.84,7,4.47,59.37,1.0,60.37
165,5274-1,10/13/2013,Sylvia Foulston,101 Murray Street,Perth,Corporate,Critical,300 Series Non-Flip,Technology,62.4,155.99,93.59,48,7487.52,4,299.5,7188.02,8.08,7196.1
166,5274-2,10/13/2013,Sylvia Foulston,101 Murray Street,Perth,Corporate,Critical,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,8,43.2,8,3.46,39.74,7.78,47.52
167,5277-1,10/20/2013,Paul MacIntyre,"60 Commercial Rd,Prahran",Melbourne,Corporate,Critical,12 Colored Short Pencils,Office Supplies,1.09,2.6,1.51,36,93.6,0,0.0,93.6,2.4,96.0
168,5278-1,10/20/2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,Critical,Artisan 479 Labels,Office Supplies,1.59,2.61,1.02,1,2.61,6,0.16,2.45,0.5,2.95
169,5279-1,10/20/2013,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Medium,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,21,125.58,2,2.51,123.07,1.49,124.56
170,5280-1,10/21/2013,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Not Specified,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,40,239.2,0,0.0,239.2,1.49,240.69
171,5282-1,10/21/2013,Amy Cox,"101/12 Victoria Ave, Perth",Sydney,Small Business,Not Specified,Smiths General Use 3-Ring Binders,Office Supplies,1.18,1.88,0.7,33,62.04,7,4.34,57.7,1.49,59.19
172,5284-1,10/24/2013,Ed Jacobs,"22 Civic Rd,Auburn",Sydney,Small Business,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,31,226.3,3,6.79,219.51,7.72,227.23
173,5286-1,10/25/2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,Small Business,High,Brown Kraft Recycled Envelopes,Office Supplies,11.04,16.98,5.94,27,458.46,10,45.85,412.61,12.39,425.0
174,5288-1,10/26/2013,Shahid Shariari,"3/219 Canley Vale Road,Canley Heights",Sydney,Consumer,Not Specified,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,47,253.8,3,7.61,246.19,7.78,253.97
175,5290-1,10/28/2013,Toby Knight,"Crown Complex,Southbank",Melbourne,Corporate,High,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,37,300.44,0,0.0,300.44,2.83,303.27
176,5291-1,10/28/2013,Paul Prost,"120 Hardware St,Melbourne",Melbourne,Corporate,High,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,11,450.67,3,13.52,437.15,8.99,446.14
177,5292-1,10/29/2013,Sung Chung,"127 Liverpool St,Sydney",Sydney,Home Office,Critical,Artisan 481 Labels,Office Supplies,1.94,3.08,1.14,41,126.28,4,5.05,121.23,0.99,122.22
178,5294-1,11/1/2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,Consumer,Critical,"Laser Neon Mac Format Diskettes, 10/Pack",Technology,1.87,8.12,6.25,16,129.92,3,3.9,126.02,2.83,128.85
179,5296-1,11/2/2013,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,Home Office,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,4.53,7.3,2.77,45,328.5,4,13.14,315.36,7.72,323.08
180,5298-1,11/3/2013,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,Corporate,Critical,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,40,519.2,5,25.96,493.24,3.14,496.38
181,5299-1,11/5/2013,Victoria Pisteka,8/2 Edward Street,Perth,Corporate,Not Specified,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,42,154.98,4,6.2,148.78,0.5,149.28
182,5300-1,11/5/2013,Liz Carlisle,"797 Botany Rd,Rosebery",Sydney,Corporate,Critical,Lumi Crayons,Office Supplies,5.22,9.85,4.63,27,265.95,10,26.6,239.36,4.82,244.18
183,5302-1,11/7/2013,Dennis Kane,"33/4 Barangaroo Avenue,Sydney",Sydney,Small Business,Medium,Steady Major Accent Highlighters,Office Supplies,3.75,7.08,3.33,29,205.32,7,14.37,190.95,2.35,193.3
184,5303-1,11/9/2013,Tom Prescott,"8 Rankins Lane ,Melbourne",Melbourne,Small Business,Low,Alto Memo Cubes,Office Supplies,3.32,5.18,1.86,8,41.44,6,2.49,38.95,2.04,40.99
185,5304-1,11/12/2013,Jas OCarroll,"3 Carrington Road ,Box Hill",Melbourne,Corporate,Medium,Artisan Durable Poly Binders,Office Supplies,3.37,5.53,2.16,17,94.01,2,1.88,92.13,6.98,99.11
186,5305-1,11/15/2013,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,Consumer,Not Specified,Xit Blank Computer Paper,Office Supplies,12.39,19.98,7.59,47,939.06,4,37.56,901.5,5.77,907.27
187,5307-1,11/16/2013,Pamela Stobb,"273 George Street,Sydney",Sydney,Consumer,Not Specified,Aluminum Document Frame,Furniture,5.5,12.22,6.72,27,329.94,7,23.1,306.84,2.85,309.69
188,5309-1,11/16/2013,Peter Fuller,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Corporate,Critical,Pizazz Colored Pencils,Office Supplies,1.76,2.94,1.18,23,67.62,7,4.73,62.89,0.81,63.7
189,5310-1,11/17/2013,Erin Ashbrook,"61 York St,Sydney",Sydney,Consumer,Critical,Adesso Programmable 142-Key Keyboard,Technology,39.64,152.48,112.84,2,304.96,2,6.1,298.86,6.5,305.36
190,5311-1,11/17/2013,Allen Armold,"101/12 Victoria Ave, Perth",Melbourne,Home Office,Critical,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,3.51,8.57,5.06,24,205.68,6,12.34,193.34,6.14,199.48
191,5312-1,11/17/2013,Eugene Barchas,"Crown Complex,Southbank",Melbourne,Corporate,High,Artisan Binder Labels,Office Supplies,2.45,3.89,1.44,47,182.83,0,0.0,182.83,7.01,189.84
192,5313-1,11/18/2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,Small Business,Low,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,26,68.12,9,6.13,61.99,0.8,62.79
193,5314-1,11/18/2013,Thomas Boland,18 Robinson Avenue,Perth,Corporate,High,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,21.56,35.94,14.38,19,682.86,9,61.46,621.4,6.66,628.06
194,5315-1,11/19/2013,Chuck Magee,"1-2/299 Sussex St,Sydney",Sydney,Corporate,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,4.59,7.28,2.69,3,21.84,1,0.22,21.62,11.15,32.77
195,5316-1,11/20/2013,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,Consumer,Low,Emerson C82 Color Inkjet Printer,Technology,76.79,119.99,43.2,4,479.96,6,28.8,451.16,14.0,465.16
196,5318-1,11/20/2013,Toby Knight,"Crown Complex,Southbank",Melbourne,Corporate,Not Specified,Steady Liquid Accent Highlighters,Office Supplies,3.47,6.68,3.21,15,100.2,3,3.01,97.19,1.5,98.69
197,5319-1,11/23/2013,Justin Hirsh,"Qantas Domestic Terminal,Mascot",Sydney,Consumer,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,11.38,18.65,7.27,19,354.35,7,24.8,329.55,3.77,333.32
198,5321-1,11/23/2013,Sarah Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,Corporate,Medium,Binder Posts,Office Supplies,3.5,5.74,2.24,27,154.98,8,12.4,142.58,5.01,147.59
199,5323-1,11/27/2013,Tanja Norvell,"541 Church St,Richmond",Melbourne,Consumer,Critical,UGen RF Keyboard,Technology,81.59,159.99,78.4,50,7999.5,5,399.98,7599.53,5.5,7605.03
200,5324-1,11/29/2013,Maya Herman,"273 George Street,Sydney",Sydney,Corporate,High,Emerson C82 Color Inkjet Printer,Technology,76.79,119.99,43.2,8,959.92,9,86.39,873.53,14.0,887.53
201,5326-1,12/5/2013,Trudy Brown,"180 High Street,Windsor",Melbourne,Small Business,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,16.8,40.97,24.17,49,2007.53,9,180.68,1826.85,8.99,1835.84
202,5328-1,12/8/2013,Gary Hwang,"60 York St,Sydney",Sydney,Home Office,Low,Smiths Metal Binder Clips,Office Supplies,1.6,2.62,1.02,47,123.14,10,12.31,110.83,0.8,111.63
203,5330-1,12/8/2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,Home Office,Medium,Steady Pocket Accent Highlighters,Office Supplies,0.93,1.6,0.67,25,40.0,10,4.0,36.0,1.29,37.29
204,5332-1,12/9/2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,Corporate,Critical,Bagged Rubber Bands,Office Supplies,0.24,1.26,1.02,9,11.34,6,0.68,10.66,0.7,11.36
205,5334-1,12/10/2013,Eric Barreto,14 Money Street,Perth,Small Business,Not Specified,Artisan Hanging File Binders,Office Supplies,3.65,5.98,2.33,25,149.5,3,4.49,145.02,1.49,146.51
206,5335-1,12/11/2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,6,51.6,4,2.06,49.54,6.19,55.73
207,5335-2,12/11/2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,Home Office,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,2.29,3.58,1.29,30,107.4,1,1.07,106.33,1.63,107.96
208,5336-1,12/11/2013,Bill Stewart,"37/59 Brewer Street, Perth",Sydney,Corporate,Low,Binding Machine Supplies,Office Supplies,18.38,29.17,10.79,16,466.72,7,32.67,434.05,6.27,440.32
209,5340-1,12/13/2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,Consumer,Not Specified,Artisan Binding System Hidden Tab Executive Style Index Sets,Office Supplies,3.75,5.77,2.02,9,51.93,0,0.0,51.93,4.97,56.9
210,5342-1,12/13/2013,Ben Peterman,"22 St Georges Terrace, Perth",Sydney,Corporate,Critical,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,1.92,3.26,1.34,6,19.56,1,0.2,19.36,1.86,21.22
211,5343-1,12/16/2013,Henry Goldwyn,"541 Church St,Richmond",Melbourne,Small Business,Critical,Artisan 487 Labels,Office Supplies,2.29,3.69,1.4,45,166.05,8,13.28,152.77,0.5,153.27
212,5345-1,12/17/2013,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,Corporate,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,5.33,8.6,3.27,23,197.8,2,3.96,193.84,6.19,200.03
213,5346-1,12/19/2013,Joy Smith,"221 Barkly St,St Kilda",Melbourne,Consumer,High,TechSavi Cordless Navigator Duo,Technology,42.11,80.98,38.87,13,1052.74,3,31.58,1021.16,7.18,1028.34
214,5347-1,12/23/2013,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,Small Business,Critical,Adesso Programmable 142-Key Keyboard,Technology,39.64,152.48,112.84,41,6251.68,7,437.62,5814.06,6.5,5820.56
215,5349-1,12/23/2013,Don Miller,"120 Hardware St,Melbourne",Melbourne,Home Office,Medium,Artisan 478 Labels,Office Supplies,3.14,4.91,1.77,12,58.92,4,2.36,56.56,0.5,57.06
216,5350-1,12/27/2013,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,Home Office,Low,Binding Machine Supplies,Office Supplies,18.38,29.17,10.79,37,1079.29,9,97.14,982.15,6.27,988.42
217,5352-1,12/29/2013,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,Consumer,Medium,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,2.39,4.26,1.87,26,110.76,10,11.08,99.68,1.2,100.88
218,5354-1,12/29/2013,John Castell,"38/133-145 Castlereagh St,Sydney",Sydney,Small Business,Not Specified,TechSavi Cordless Elite Duo,Technology,60.59,100.98,40.39,1,100.98,10,10.1,90.88,7.18,98.06
219,5355-1,12/30/2013,Duane Huffman,"98 Holdsworth Street,Woollahra",Sydney,Small Business,High,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,4.1,9.31,5.21,18,167.58,1,1.68,165.9,3.98,169.88
220,5357-1,12/30/2013,Trudy Brown,"180 High Street,Windsor",Melbourne,Small Business,Low,Artisan Legal 4-Ring Binder,Office Supplies,13.64,20.98,7.34,23,482.54,3,14.48,468.06,1.49,469.55
221,5358-1,1/4/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Consumer,Critical,Artisan Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,3.52,5.58,2.06,49,273.42,2,5.47,267.95,2.99,270.94
222,5358-2,1/4/2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,Consumer,Critical,Desktop 3-Pocket Hot File,Office Supplies,22.18,54.1,31.92,42,2272.2,2,45.44,2226.76,19.99,2246.75
223,5360-1,1/7/2014,Philip Fox,"73 York St,Sydney",Sydney,Home Office,High,Economy Rollaway Files,Office Supplies,67.73,165.2,97.47,49,8094.8,5,404.74,7690.06,19.99,7710.05
224,5362-1,1/7/2014,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,Home Office,Medium,Smiths Bulldog Clip,Office Supplies,2.31,3.78,1.47,47,177.66,2,3.55,174.11,0.71,174.82
225,5364-1,1/8/2014,Dionis Lloyd,"85-113 Dunning Ave,Rosebery",Sydney,Small Business,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,13.88,22.38,8.5,21,469.98,4,18.8,451.18,15.1,466.28
226,5365-1,1/8/2014,Sean ODonnell,"541 Church St ,Richmond",Melbourne,Corporate,Low,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,1.3,2.88,1.58,46,132.48,4,5.3,127.18,1.01,128.19
227,5367-1,1/10/2014,Anne Pryor,"101 Murray Street, Perth",Sydney,Home Office,Medium,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,9,48.6,9,4.37,44.23,7.78,52.01
228,5367-2,1/10/2014,Anne Pryor,"101 Murray Street, Perth",Sydney,Home Office,Medium,Office Shears by Apex,Office Supplies,0.94,2.08,1.14,43,89.44,5,4.47,84.97,2.56,87.53
229,5369-1,1/10/2014,Nick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,Small Business,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,56.16,136.98,80.82,18,2465.64,2,49.31,2416.33,24.49,2440.82
230,5373-1,1/13/2014,Ashley Jarboe,"14 Knebworth Avenue, Perth",Melbourne,Home Office,Low,"TypeRight  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,21.56,35.94,14.38,13,467.22,9,42.05,425.17,6.66,431.83
231,5375-1,1/14/2014,Nat Gilpin,"274 Canley Vale Rd,Canley Heights",Sydney,Consumer,Not Specified,3Max Organizer Strips,Office Supplies,3.4,5.4,2.0,14,75.6,9,6.8,68.8,7.78,76.58
232,5377-1,1/14/2014,Fred Wasserman,"61 York St,Sydney",Sydney,Home Office,Not Specified,Fluorescent Highlighters by DrawIt,Office Supplies,1.95,3.98,2.03,41,163.18,7,11.42,151.76,0.83,152.59
233,5379-1,1/15/2014,Aleksandra Gannaway,"508/130 Mounts Bay Road, Perth",Perth,Corporate,Medium,Apex Straight Scissors,Office Supplies,5.19,12.98,7.79,34,441.32,4,17.65,423.67,3.14,426.81
234,5381-1,1/15/2014,Sanjit Engle,"12 Princess Hwy,Sylvania",Sydney,Home Office,Medium,Emerson LQ-870 Dot Matrix Printer,Technology,219.61,535.64,316.03,1,535.64,5,26.78,508.86,14.7,523.56
235,5383-1,1/17/2014,Patrick OBrill,27/580 Hay Street,Perth,Home Office,Critical,Artisan 48 Labels,Office Supplies,3.84,6.3,2.46,32,201.6,4,8.06,193.54,0.5,194.04
236,5384-1,1/23/2014,Mark Van Huff,"1 John Street,Waterloo",Sydney,Home Office,Not Specified,Binder Clips by OIC,Office Supplies,0.93,1.48,0.55,27,39.96,0,0.0,39.96,0.7,40.66
